Wellstar Cobb Hospital,3950 Austell Road,Austell,30106,33.857,-84.601,Cobb,Operational,Synthetic Minor,Medical Center
BD (Becton Dickinson and Company),1211 Mary Magnan Blvd,Madison,30650,33.562,-83.469,Morgan,Operational,Synthetic Minor,Medical Device Sterilization
BD (Becton Dickinson and Company),8195 Industrial Blvd,Covington,30014,33.61,-83.838,Newton,Operational,Synthetic Minor,Medical Device Sterilization
ENOTS LLC,100 Gross Crescent,Fort Oglethorpe,30742,34.946,-85.264,Catoosa,Operational,Minor,Medical Hospital
Savannah Health Services LLC d/b/a Memorial University Medical Center,4700 Waters Avenue,Savannah,31403,32.032,-81.092,Chatham,Operational,Minor,Medical Hospital
St Josephs Hospital I,11705 Mercy Boulevard,Savannah,31419,31.985,-81.153,Chatham,Operational,Synthetic Minor,Medical Hospital
Southern Regional Medical Center,83 Upper Riverdale SW Road,Riverdale,30274,33.578,-84.39,Clayton,Operational,Synthetic Minor,Medical Hospital
Emory Decatur Hospital,2701 N Decatur Road,Decatur,30033,33.792,-84.284,Dekalb,Operational,Synthetic Minor,Medical Hospital
Egleston Childrens Hospital,1405 Clifton Road,Atlanta,30322,33.794,-84.321,Dekalb,Operational,Synthetic Minor,Medical Hospital
Phoebe Putney Memorial Hospital,417 Third Ave,Albany,31701,31.59,-84.151,Dougherty,Operational,Synthetic Minor,Medical Hospital
Wellstar Douglas Hospital,8954 Hospital Drive,Douglasville,30134,33.739,-84.733,Douglas,Operational,Minor,Medical Hospital
Floyd Medical Center,304 Turner Mccall Boulevard,Rome,30165,34.261,-85.182,Floyd,Operational,Synthetic Minor,Medical Hospital
Northside Hospital Forsyth,1200 Northside-Forsyth Drive,Cumming,30041,34.179,-84.139,Forsyth,Operational,Minor,Medical Hospital
Wellstar Atlanta Medical Center,303 Parkway DriveNe,Atlanta,30312,33.763,-84.374,Fulton,Operational,Minor,Medical Hospital
Grady Health System Corporation,80 Jesse Hill Jr Drive SE,Atlanta,30303,33.752,-84.383,Fulton,Operational,Synthetic Minor,Medical Hospital
Emory University Hospital Midtown,550 Peachtree St Ne,Atlanta,30308,33.77,-84.385,Fulton,Operational,Synthetic Minor,Medical Hospital
Northside Hospital,1000 Johnson Ferry Road,Atlanta,30342,33.908,-84.355,Fulton,Operational,Minor,Medical Hospital
Northside Hospital Duluth,3620 Howell Ferry Road,Duluth,30096,34.001,-84.162,Gwinnett,Operational,Minor,Medical Hospital
Northeast Georgia Medical Center & Health System Inc,743 Spring St,Gainesville,30501,34.303,-83.82,Hall,Operational,Synthetic Minor,Medical Hospital
Henry Medical Center,1133 Eagles Landing Parkway,Stockbridge,30281,33.509,-84.226,Henry,Operational,Synthetic Minor,Medical Hospital
South Georgia Medical,2501 North Patterson,Valdosta,31603,30.861,-83.289,Lowndes,Operational,Synthetic Minor,Medical Hospital
University Hospital,1350 Walton Way,Augusta,30901,33.473,-81.982,Richmond,Operational,Synthetic Minor,Medical Hospital
University Health Service Inc,2260 Wrightsboro Road,Augusta,30904,33.468,-82.018,Richmond,Operational,Minor,Medical Hospital
Rockdale Medical Center,1412 Milstead Avenue Ne,Conyers,30012,33.68,-84.004,Rockdale,Operational,Synthetic Minor,Medical Hospital
West Georgia Medical Center,1514 Vernon Road,Lagrange,30240,33.03,-85.059,Troup,Operational,Synthetic Minor,Medical Hospital
Hamilton Medical Center,1200 Memorial Drive,Dalton,30720,34.791,-84.983,Whitfield,Operational,Synthetic Minor,Medical Hospital
Us Centers For Disease Control (Cdc),4770 Buford Hwy,Chamblee,30341,33.88,-84.291,Dekalb,Operational,Synthetic Minor,Medical Research
Langboard - Willacoochee,548 Langboard Road,Willacoochee,31650,31.315,-83.038,Atkinson,Operational,Title V,Medium Density Fiberboard (Mdf) Plant
Georgia-Pacific Wood Products LLC - Monticello MDF,791 Georgia-Pacific Road,Monticello,31064,33.278,-83.705,Jasper,Closed/Dismantled,Title V,Medium Density Fiberboard (Mdf) Plant
The HON Company,907 West Ave Po Box 1000,Cedartown,30125,34.011,-85.275,Polk,Operational,Title V,Metal And Wood Furniture Manufacturing
NCI Building Systems,125 Pequanoc Drive,Tallapoosa,30176,33.731,-85.279,Haralson,Closed/Dismantled,Synthetic Minor,Metal Building Mfg
Top Gun Architectural Coatings Inc,200 Princeton Boulevard,Adairsville,30103,34.372,-84.913,Bartow,Operational,Permit by Rule,Metal Coating
Metal Products,725 Main Street,Suwanee,30174,34.051,-84.074,Gwinnett,Operational,Synthetic Minor,Metal Coating
Dynamic Paint Solutions,415 Airport Road,Eastman,31023,32.218,-83.123,Dodge,Operational,Synthetic Minor,Metal Coating And Finishing
Universal Steel Inc,2400 Stone Mountain - Lithonia Road,Lithonia,30058,33.712,-84.106,Dekalb,Operational,Synthetic Minor,Metal Coating Plant
Steelcraft Manufacturing,2700 Crestridge Court,Suwanee,30024,34.026,-84.037,Gwinnett,Closed/Dismantled,Synthetic Minor,Metal Door & Frame Mfg
BTD - Georgia,55 Impulse Industrial Drive,Dawsonville,30534,34.359,-84.053,Dawson,Operational,Minor,Metal Fabrication
Jebco Inc,500 Mayfield Road,Warrenton,30828,33.406,-82.681,Warren,Closed/Dismantled,Synthetic Minor,Metal Fabrication
Herman MillerInc,5650 Ponce De Leon,Stone Mountain,30083,33.823,-84.188,Dekalb,Closed/Dismantled,Synthetic Minor,Metal Furniture Coater
Gem Southeast Inc,Us Hwy 123 North,Toccoa,30577,34.595,-83.249,Stephens,Closed/Dismantled,Synthetic Minor,Metal Furniture Coating
Royston LLC - Jasper,1 Pickroy Road,Jasper,30143,34.434,-84.395,Pickens,Operational,Synthetic Minor,Metal Furniture Fabr
Steelcase Inc,660 Campbell Court,Lithia Springs,30122,33.789,-84.632,Douglas,Closed/Dismantled,Synthetic Minor,Metal Furniture Mfg
Royston LLC/Royston P,1556 Old Elbert Road,Royston,30662,34.275,-83.095,Hart,Operational,Synthetic Minor,Metal Furniture Mfg
Linde Gas LLC,7390 Graham Road,Fairburn,30213,33.557,-84.545,Fulton,Operational,Synthetic Minor,Metal Gas Cylinder Mfg
TOMCO Equipment Company,3340 Rosebud Road,Loganville,30052,33.85,-83.956,Gwinnett,Operational,Synthetic Minor,Metal Parts Coating
Kloeckner Metals Corporation,2005 Grassland Pkwy,Alpharetta,30004,34.142,-84.241,Forsyth,Operational,Minor,Metal Processing And Distribution
SA Recycling,355 N Lathrop Ave,Savannah,31415,32.095,-81.114,Chatham,Operational,Synthetic Minor,Metal Recyling Facility
ALP Lighting Components Inc,1403 Blairs Bridge Road,Lithia Springs,30122,33.775,-84.613,Douglas,Operational,Minor,Metal Reflector Mfg
STEMCO Products,113 Hemlock Street SW,Rome,30161,34.224,-85.17,Floyd,Closed/Dismantled,Minor,Metal Stamping And Brake Pad Manufacturing
Eaton Aeroquip Inc,90 Clary Connector,Eastanollee,30538,34.562,-83.315,Stephens,Operational,Synthetic Minor,Metal Stampings
Chapman's Steel,219 Avenue C,Carrollton,30117,33.582,-85.095,Carroll,Closed/Dismantled,Synthetic Minor,Metal Structure Fab.
RettCo Steel LLC,24 Herring Road,Newnan,30265,33.404,-84.752,Coweta,Closed/Dismantled,Synthetic Minor,Metal Wire Mfg
Southern Ionics Inc - Offerman,2649 Zero Bay Road,Patterson,31557,31.418,-82.099,Pierce,Operational,Synthetic Minor,Metallic Mineral Separation Facility.
Portfresh Logistics,2001 Old River Road,Bloomingdale,31302,32.112,-81.386,Effingham,Operational,Synthetic Minor,Methyl Bromide Fumigation
Gary Concrete Products,Murray Road,Augusta,30907,33.517,-82.097,Richmond,Closed/Dismantled,Minor,Mfg Of Concrete Pipe
Ecolab Inc,261 Hwy 155 South,Mcdonough,30253,33.424,-84.151,Henry,Operational,Synthetic Minor,Mfg. Of Cleaning Compound
EMD Performance Materials Corp,110 Emd Blvd,Savannah,31407,32.084,-81.101,Chatham,Operational,Synthetic Minor,Mica Pigment Manufacturing
Osceola Steel Company,475 Osceola Road,Adel,31620,31.13,-83.422,Cook,Closed/Dismantled,Title V,Micro Steel Mill
Georgia Power Tech Square MicroGrid,4Th And Spring St NW,Atlanta,30308,33.775,-84.389,Fulton,Operational,Minor,Microgrid 3 Generator Engines
Fort Gillem,4984 Jonesboro Road,Forest Park,30297,33.618,-84.35,Clayton,Operational,Synthetic Minor,Military Base
USA Fort McPherson,210 Lee St,Atlanta,30330,33.747,-84.415,Fulton,Closed/Dismantled,Synthetic Minor,Military Base
Marine Corps Logistics Base,Fleming Road,Albany,31705,31.544,-84.059,Dougherty,Operational,Title V,Military Support Base
Blue Ridge Paper Products LLC dba Evergreen Packaging,600 Dairy Pak Road,Athens,30607,33.979,-83.389,Clarke,Operational,Synthetic Minor,Milk Carton Manufacturer
Cohutta Limestone Co,Old Spring Place,Chatsworth,30705,34.766,-84.769,Murray,Closed/Dismantled,Synthetic Minor,Mineral Grinding
O-N Minerals (Filler Products) Company,103 Holly Street,Chatsworth,30705,34.765,-84.764,Murray,Operational,Synthetic Minor,Mineral Processing
Caterpillar Inc,250 Dozer Drive,Athens,30606,33.939,-83.52,Clarke,Operational,Minor,Mini-Excavator And Tractor Manufacturing
SAF Metal Fabrication,8370 Us Hwy 78,Villa Rica,30180,33.734,-84.847,Douglas,Operational,Synthetic Minor,Misc Metal Parts Coating
Guardian Automotive Lagrange Plastics Plt,1501 Orchard Hill Road,Lagrange,30240,33.009,-85.058,Troup,Closed/Dismantled,Title V,Misc Plastic Part Coating
Guardian Automotive,1560 Lukken Ind Drive West,Lagrange,30240,33.005,-85.101,Troup,Closed/Dismantled,Title V,Misc Plastic Part Coating
Cabarrus Plastics Inc,1030 Vista Drive,Dalton,30720,34.798,-84.931,Whitfield,Operational,Synthetic Minor,Misc Plastic Parts Coating
Vantage Products Inc,1715 Dogwood DriveSW,Conyers,30012,33.67,-84.043,Rockdale,Closed/Dismantled,Title V,Misc Plastic Prod Facilit
Action Electrical Co Inc,2600 Collins Springs Drive,Smyrna,30080,33.836,-84.48,Cobb,Operational,Synthetic Minor,Misc. Metal Painting
Ranew's of Thomaston,2496 Delray Road,Thomaston,30286,32.948,-84.259,Upson,Operational,Synthetic Minor,Misc. Metal Parts Surface Coating
Edwards Interiors,121 Entrepreneur Way,Rincon,31326,32.343,-81.244,Effingham,Operational,Permit by Rule,Miscellaneous Surface Coating Operations
Crush - It Inc (Unit #1),I-75 And Mile Marker 110,Vienna,     ,32.092,-83.795,Statewide,Operational,Synthetic Minor,Mobile Crushing Plant
Crush-It Inc #4,250 Pig Jig Blvd,Vienna,     ,32.05,-81.161,Statewide,Operational,Synthetic Minor,Mobile Crushing Plant
Horton Homes Inc,101 Industrial Blvd,Eatonton,31024,33.301,-83.381,Putnam,Closed/Dismantled,Title V,Mobile Home Manufacturing
Destiny Industries Llc,250 R W Bryant Road,Moultrie,31788,31.174,-83.747,Colquitt,Operational,Synthetic Minor,Mobile Home Manufacturing Including An Air Curtain Destructor
General Manufactured Housing,2255 Industrial Blvd,Waycross,31502,31.243,-82.419,Ware,Closed/Dismantled,Synthetic Minor,Mobile Home Mfg
HP Pelzer Inc,1884 Warrenton Hwy,Thomson,30824,33.448,-82.538,Mcduffie,Operational,Title V,Molded Cotton Fiber Automotive Components
LTI Flexible Products Inc,126 Hillwood Circle,Newnan,30265,33.396,-84.784,Coweta,Closed/Dismantled,Synthetic Minor,Molded Extruded And Lathe-Cut Mechanical Rubber Products
Boyd Corporation,4700 Stalwart Drive,Fairburn,30213,33.553,-84.542,Fulton,Operational,Synthetic Minor,Molded Extruded And Lathe-Cut Mechanical Rubber Products
Plastic Omnium Auto Exterior,1775 Hillcrest Road,Norcross,30093,33.922,-84.165,Gwinnett,Closed/Dismantled,Synthetic Minor,Motor Vehicle Parts Coating
Hyundai Dymos America,3735 Kia Parkway,West Point,31833,32.901,-85.13,Troup,Operational,Minor,Motor Vehicle Seating And Interior Trim Mfg.
RM CLAYTON WATER RECLAMATION CENTER,2440 Bolton Road NW,Atlanta,30318,33.823,-84.455,Fulton,Operational,Title V,Municipal Sewage Treatment Plant
Union Hill Church Road MSW Landfill,154 Union Hill Church Road,Gordon,31031,32.945,-83.354,Baldwin,Closed/Dismantled,Minor,Municipal Solid Waste Landfill
R & B LANDFILL,610 Bennett Road,Homer,30547,34.319,-83.41,Banks,Operational,Title V,Municipal Solid Waste Landfill
OAK GROVE SANITARY LANDFILL,967 Carl-Bethlehem Road,Winder,30680,33.967,-83.774,Barrow,Operational,Title V,Municipal Solid Waste Landfill
BARTOW COUNTY MSW LANDFILL,40 Alatoona Dam Road,Cartersville,30120,34.166,-84.796,Bartow,Operational,Minor,Municipal Solid Waste Landfill
Macon Walker Road MSW Landfill,920 11Th Street,Macon,31201,32.829,-83.619,Bibb,Operational,Minor,Municipal Solid Waste Landfill
PINE RIDGE MUNICIPAL SOLID WASTE LANDFILL,105 Bailey Jester Road,Griffin,30224,33.24,-84.119,Butts,Operational,Title V,Municipal Solid Waste Landfill
CAMDEN COUNTY SOLID WASTE DEPARTMENT,5395 Highway 110,Woodbine,31569,30.964,-81.723,Camden,Operational,Minor,Municipal Solid Waste Landfill
CHESSER ISLAND ROAD LANDFILL INC,367 Chesser Island Road,Folkston,31537,30.831,-82.011,Charlton,Operational,Title V,Municipal Solid Waste Landfill
Superior Landfill & Recycling Center,3001 Little Neck Road,Savannah,31419,32.086,-81.321,Chatham,Operational,Title V,Municipal Solid Waste Landfill
Dean Forest Road Landfill,1327 Dean Forest Road,Savannah,31405,32.058,-81.21,Chatham,Operational,Minor,Municipal Solid Waste Landfill
Pine Bluff Landfill,13809 East Cherokee Drive,Ball Ground,30107,34.289,-84.385,Cherokee,Operational,Title V,Municipal Solid Waste Landfill
ATHENS-CLARKE COUNTY MSW LF,5700 Lexington Road,Winterville,30683,33.934,-83.313,Clarke,Operational,Minor,Municipal Solid Waste Landfill
CLAYTON COUNTY SR 3 LOVE JOY LANDFILL,11678 Hastings Bridge Road,Lovejoy,30250,33.437,-84.314,Clayton,Operational,Minor,Municipal Solid Waste Landfill
Crisp County US 41S MSW Landfill,3354 Us Hwy 41 South,Cordele,31015,31.871,-83.751,Crisp,Operational,Minor,Municipal Solid Waste Landfill
Decatur County Solid Waste Facility,104 Mine Loop Road,Attapulgus,39815,30.749,-84.484,Decatur,Operational,Minor,Municipal Solid Waste Landfill
Hickory Ridge MSW Landfill,3330 Moreland Ave,Conley,30027,33.66,-84.336,Dekalb,Operational,Title V,Municipal Solid Waste Landfill
DOUGHERTY COUNTY FLEMING/GAISSERT RD MSW LANDFILL,900 Gaissert Road,Albany,31705,31.53,-84.035,Dougherty,Operational,Minor,Municipal Solid Waste Landfill
FLOYD COUNTY WALKER MOUNTAIN LANDFILL,423 Walker Mountain Road,Rome,30162,34.197,-85.219,Floyd,Operational,Minor,Municipal Solid Waste Landfill
EAGLE POINT LANDFILL,8880 Old Federal Road,Ball Ground,30107,34.325,-84.241,Forsyth,Operational,Title V,Municipal Solid Waste Landfill
REDBONE RIDGES MSW LANDFILL,1224 Pleasant Hill Road Extension,Ranger,30734,34.561,-84.78,Gordon,Operational,Minor,Municipal Solid Waste Landfill
BJ Sanitary Landfill,6461 Corley Road,Norcross,30071,33.933,-84.24,Gwinnett,Closed/Dismantled,Minor,Municipal Solid Waste Landfill
UWL/RICHLAND CREEK ROAD SANITARY LANDFILL,5691 South Richland Creek Road,Buford,30518,34.128,-84.038,Gwinnett,Operational,Title V,Municipal Solid Waste Landfill
Hall County Engineering Division,1700 Oakbrook Drive,Gainesville,30503,34.251,-83.8,Hall,Operational,Minor,Municipal Solid Waste Landfill
HOUSTON COUNTY PUBLIC WORKS DEPARTMENT,2080 Ga Hwy 247 South,Kathleen,31047,32.377,-83.546,Houston,Operational,Title V,Municipal Solid Waste Landfill
Cedar Grove Landfill,172 Roger Brown Drive,Barnesville,30204,33.078,-84.203,Lamar,Operational,Minor,Municipal Solid Waste Landfill
LAURENS COUNTY OLD MACON RD LANDFILL,1645 Old Hawkinsville,Dublin,31040,32.585,-83.055,Laurens,Operational,Minor,Municipal Solid Waste Landfill
ADVANCED DISPOSAL SERVICES PECAN ROW LANDFILL LLC,2995 Wetherington Lane,Valdosta,31601,30.819,-83.36,Lowndes,Operational,Title V,Municipal Solid Waste Landfill
Advanced Disposal Services Evergreen Landfill,3163 Wetherington Lane,Valdosta,31601,30.824,-83.36,Lowndes,Operational,Title V,Municipal Solid Waste Landfill
Turkey Run Municipal Solid Waste Landfill,7144 Lone Oak Road,Hogansville,30230,33.184,-84.955,Meriwether,Operational,Title V,Municipal Solid Waste Landfill
Murray County - US 411 Westside MSW Landfill,6585 Highway 411,Chatsworth,30705,34.682,-84.729,Murray,Operational,Minor,Municipal Solid Waste Landfill
ETC of Georgia - Grady Road Landfill,316 Grady Road,Rockmart,30153,34,-85.169,Polk,Operational,Title V,Municipal Solid Waste Landfill
DEANS BRIDGE RD MSW LANDFILL,4330 Deans Bridge Road,Blythe,30805,33.353,-82.144,Richmond,Operational,Title V,Municipal Solid Waste Landfill
WI TAYLOR COUNTY DISPOSAL LLC,33 Stewart Road,Mauk,31058,32.449,-84.386,Taylor,Operational,Title V,Municipal Solid Waste Landfill
CITY OF THOMASVILLE MSW LANDFILL,88 Landfill Road,Thomasville,31757,30.821,-83.999,Thomas,Operational,Minor,Municipal Solid Waste Landfill
Wolf Creek Landfill,911 Landfill Road,Dry Branch,31020,32.814,-83.519,Twiggs,Operational,Title V,Municipal Solid Waste Landfill
BROADHURST ENVIRONMENTAL LANDFILL,4800 Broadhurst Road West,Screven,31560,31.473,-81.943,Wayne,Operational,Minor,Municipal Solid Waste Landfill
OLD DIXIE MUNICIPAL SOLID WASTE LANDFILL,4189 Old Dixie Hwy,Dalton,30722,34.656,-84.958,Whitfield,Operational,Minor,Municipal Solid Waste Landfill
Seminole Road MSW Landfill,4203 Clevemont Road,Ellenwood,30294,33.655,-84.253,Dekalb,Operational,Title V,Municipal Solid Waste Landfill
Lagrange I-85/SR109 SLF,2233 Greenville Road,Lagrange,30241,33.043,-84.953,Troup,Operational,Minor,Municipal Solid Waste Landfilll
Cobb County Composting Facility,1775 County SErvice Parkway,Marietta,30008,33.91,-84.582,Cobb,Closed/Dismantled,Synthetic Minor,Municipal Solid-W Compost
Savannah Resource Recovery Facility,President Street Extension,Savannah,31402,32.079,-81.028,Chatham,Closed/Dismantled,Title V,Municipal Waste Incinerator
Atlanta Hemphill Pump,1210 Hemphill Ave NW,Atlanta,30318,33.787,-84.408,Fulton,Closed/Dismantled,Synthetic Minor,Municipal Water Pump Sta
Patterson Services Inc,6330 Riverview Road SE,Mableton,30126,33.799,-84.508,Cobb,Operational,Synthetic Minor,N/A
RTP Customs,4494 Acworth Industrial Drive Ste#97,Acworth,30101,34.062,-84.66,Cobb,Operational,Permit by Rule,N/A
Lark United Manufacturing Inc,1213 SWheeler Ave,Douglas,31533,31.492,-82.86,Coffee,Operational,Minor,N/A
Carbon Concepts LLC,1245 Old Nunez Road,Swainsboro,30401,32.555,-82.344,Emanuel,Operational,Synthetic Minor,N/A
BD Global Distribution Center,14201 Lochridge Blvd,Covington,30014,33.607,-83.818,Newton,Operational,Synthetic Minor,N/A
P&D Enterprises,1521 Industrial Drive,Griffin,30224,33.221,-84.293,Spalding,Operational,Unclassified,N/A
Rincon Compressor Station,Low Ground Road,Rincon,     ,32.282,-81.301,Effingham,Operational,Minor,Natural Gas Comperssion Station
Jefferson County Compressor Station,17583 Middleground Road,Wrens,30833,33.074,-82.432,Jefferson,Operational,Minor,Natural Gas Compression Station
Southern Natural Gas Company LLC - Hall Gate Comp Station,180 J M Walker Road Ne,Milledgeville,31061,33.059,-83.052,Baldwin,Operational,Title V,Natural Gas Compressor
SOUTHERN NATURAL GAS CO,Ga Hwy 17 North,Wrens,30833,33.208,-82.392,Jefferson,Operational,Title V,Natural Gas Compressor
SOUTHERN NATURAL GAS CO,5276 Hwy 19 South,Thomaston,30286,32.788,-84.254,Upson,Operational,Title V,Natural Gas Compressor
HARTWELL COMPRESSOR STATION,181 Turner Road,Elberton,30643,34.353,-82.932,Hart,Operational,Title V,Natural Gas Compressor Station
Southern Natural Gas Company LLC - Woodcliff Comp Station,130 Old Bay Branch Road,Sylvania,30467,32.741,-81.763,Screven,Closed/Dismantled,Title V,Natural Gas Compressor Station
SOUTHERN NATURAL GAS CO,11480 Warm Springs Road,Ellerslie,35202,32.611,-84.822,Harris,Operational,Title V,Natural Gas Compressor Transmission Station
Southern Natural Gas Company LLC- Ocmulgee Comp Station,5675 Arkwright Road,Macon,31210,32.936,-83.712,Bibb,Operational,Title V,Natural Gas Compressors
Allied Foods LLC,1450 Hills Place Ave,Atlanta,30318,33.812,-84.435,Fulton,Closed/Dismantled,Synthetic Minor,Natural Gas Fired Boilers
ELBA LIQUEFACTION TERMINAL,1 Elba Island Road,Savannah,31402,32.072,-81.02,Chatham,Operational,Title V,Natural Gas Liquefaction And Export Terminal
Atlanta Gas Light Company - Macon LNG Plant,258 Henderson Road,Macon,31217,32.881,-83.493,Jones,Operational,Title V,Natural Gas Liquifaction And Storage Facility
ATLANTA GAS LIGHT CO,12860 East Cherokee Drive,Ball Ground,30107,34.277,-84.373,Cherokee,Operational,Title V,Natural Gas Liquification
Sabal Trail Transmission LLC - Albany Compressor Station,2604 W Oakridge Drive,Albany,31721,31.579,-84.156,Dougherty,Operational,Synthetic Minor,Natural Gas Pipeline Compressor Station
Transcontinental Gas Pipe Line Company LLC - Compressor Station 120,683 Valley Hill Road,Stockbridge,30281,33.568,-84.256,Henry,Operational,Title V,Natural Gas Pipeline Compressor Station
Southern Natural Gas Company LLC - Riceboro Comp Station,Ga Highway 119,Riceboro,31323,31.745,-81.452,Liberty,Operational,Minor,Natural Gas Pipeline Compressor Station
TRANSCONTINENTAL GAS PIPE LINE CO,117 Winns Lake Road,Comer,30629,34.149,-83.136,Madison,Operational,Title V,Natural Gas Pipeline Compressor Station
Transcontinental Gas Pipe Line Co LLC - Compressor Station 125,1001 James Huff Road,Monroe,30656,33.83,-83.691,Walton,Operational,Title V,Natural Gas Pipeline Compressor Station
Southern Natural Gas Company LLC - Albany Comp Station,1610 Liberty Expressway,Albany,31705,31.502,-84.115,Dougherty,Operational,Title V,Natural Gas Transmission
Southeastern Gin Co,1019 Morris Road,Surrency,31563,31.6,-82.245,Appling,Operational,Permit by Rule,New Cotton Gin
Atlanta Journal-Constitution,6455 Best Friend Road,Norcross,30071,33.917,-84.226,Gwinnett,Operational,Synthetic Minor,Newspaper Printing Facility
Schnitzer Southeast,1450 Blashfield Street,Atlanta,30315,33.714,-84.38,Fulton,Operational,Minor,Non Ferrous Wire Processing
Georgia-Pacific Center,133 Peachtree Street Ne,Atlanta,30303,33.758,-84.388,Fulton,Operational,Synthetic Minor,Non-Industrial Heat/Power
Huber JM Corp,3160 Moon Station Road,Kennesaw,30144,34.038,-84.616,Cobb,Operational,Synthetic Minor,Nonmetallic Process Plant
Americo Manufacturing,200 Cook Street,Cartersville,30120,34.157,-84.796,Bartow,Operational,Minor,Non-Woven Fabrics
Kimberly-Clark Corporation,1300 Orchard Hill Road,Lagrange,30240,32.998,-85.047,Troup,Operational,Title V,Non-Woven Textile Manufacturing Facility
Edwin I Hatch Nuclear Plant - GA Power,11028 Hatch Parkway North,Baxley,31513,31.772,-82.348,Appling,Operational,Title V,Nuclear Base-Load Power Generation
Southern Nuclear Operating Company - Plant Vogtle,7821 River Road,Waynesboro,30830,33.143,-81.786,Burke,Operational,Title V,Nuclear Electrical Generating Plant
Colony Square,188 14Th Street Ne,Atlanta,30361,33.787,-84.383,Fulton,Operational,Synthetic Minor,Office Building And Hotel
Safco Products - Kennesaw,2700 Barrett Lakes Blvd Suite 700,Kennesaw,30144,34.016,-84.575,Cobb,Operational,Permit by Rule,Office Chair Assembly
Southern Metal Indust,Rt 2Alabama Road,Ringgold,30736,34.908,-85.129,Catoosa,Closed/Dismantled,Synthetic Minor,Office Furniture Panels
Atlanta Journal & Constitution,72 Marietta Street,Atlanta,30303,33.756,-84.392,Fulton,Closed/Dismantled,Synthetic Minor,Offset Press
Anheuser-Busch Inc,New Henderson Road,Cartersville,30120,34.165,-84.799,Bartow,Closed/Dismantled,Synthetic Minor,Oil Fired Boilers
Freudenberg-NOK,1 Nok Drive,Cleveland,30528,34.617,-83.762,White,Operational,Synthetic Minor,Oil Seal Manufacturing
Walton EMC/Monroe Off,842 Us Hwy 78,Monroe,30655,33.859,-83.611,Walton,Closed/Dismantled,Synthetic Minor,On-Site Power Generation
Walton EMC/Monroe Wpc,2200 Hwy 83,Monroe,30655,33.796,-83.636,Walton,Closed/Dismantled,Synthetic Minor,On-Site Power Generation
Masada Bakery,1500 Oakbrook Drive,Norcross,30093,33.915,-84.192,Gwinnett,Operational,Synthetic Minor,Operation Of A Commercial Bakery
BACONTON POWER LLC,2237 Hatcher Hill Road,Baconton,31716,31.388,-84.088,Mitchell,Operational,Title V,Operation Of A Natural Gas Fired Power Plant.
Fieldcrest Cannon Inc,1237 Front Avenue,Columbus,31902,32.47,-84.995,Muscogee,Closed/Dismantled,Title V,Operation Of A Towel Mill
HARTSFIELD-JACKSON ATLANTA INTERNATIONAL AIRPORT,Hartsfield,Atlanta,30320,33.642,-84.447,Clayton,Operational,Title V,Operation Of An Airport And Support Facilities
Luxottica North America Distribution LLC - McDonough GA,100-101 Greenwood Industiral Parkway,Mcdonough,30253,33.39,-84.174,Henry,Planned,Minor,Optical Lens Manufacturing And Distribution Center
Langboard OSB Quitman,Hwy 84 East,Quitman,31650,30.786,-83.481,Brooks,Operational,Title V,Oriented Strand Board
Huber Engineered Woods LLC,1442 Hwy 334,Commerce,30530,34.167,-83.425,Jackson,Operational,Title V,Oriented Strand Board
Norbord Georgia Inc,964 Us Hwy 280 West,Cordele,31015,31.966,-83.802,Crisp,Operational,Title V,Oriented Strand Board Manufacturing Plant
Industrial Chemicals Inc,506 Bear Creek Road Unit B,Dalton,30721,34.734,-84.962,Whitfield,Closed/Dismantled,Minor,Other Chemical & Allied Products Merchange Wholesalers
Airgas South,1311 Fulton Industrial Boulevard NW,Atlanta,30336,33.788,-84.498,Fulton,Operational,Minor,Other Chemical Merchant Wholesalers
Amerigas Rome Terminal,210 Old Rockmart Road,Silver Creek,30173,34.116,-85.116,Floyd,Operational,Minor,Other Petroleum And Coal Products Manufacturing
Amerigas Atlanta Terminal,71 Fairfield Place NW,Atlanta,30314,33.757,-84.463,Fulton,Operational,Minor,Other Petroleum And Coal Products Manufacturing
Packaging Products Corporation LLC,2 Superior Blvd SE,Rome,30161,34.175,-85.198,Floyd,Operational,Title V,Packaging Film Printing
WestRock Packaging Systems LLC,1105 Herndon St NW,Atlanta,30318,33.784,-84.423,Fulton,Closed/Dismantled,Title V,Packaging Mfg. Plant
Covalence Coated Products,918 8Th Avenue,Columbus,31902,32.463,-84.982,Muscogee,Operational,Synthetic Minor,Packaging Printing
Triumph Packaging Georgia LLC,600 Poplar Drive,Thomaston,30286,32.897,-84.336,Upson,Closed/Dismantled,Synthetic Minor,Packaging Printing
LAFARGE ROAD MARKING/,1204 Airport Drive,Ball Ground,30107,34.296,-84.419,Cherokee,Closed/Dismantled,Synthetic Minor,Paint And Thermoplastic
Kysor Warren EPTA US Corporation,5201 Transport Boulevard,Columbus,31907,32.515,-84.872,Muscogee,Operational,Synthetic Minor,Paint Bake Line
Dennis Mitchell,147 Buck Smith Road,Hogansville,30230,33.212,-84.88,Troup,Operational,Permit by Rule,Paint Cabinets
Ennis - Flint Inc - Manchester,1001 Nebula Road,Manchester,31816,32.852,-84.634,Meriwether,Operational,Minor,Paint Manufacturing
SHERWIN-WILLIAMS CO,6795 South Main St,Morrow,30260,33.571,-84.343,Clayton,Operational,Title V,Paint Manufacturing Facility
